Subject,Course Code,Course Title,Description,Prerequisites,Offered,Keywords
Logistics Supply Chain Mgmt,LSCM109,Introduction to Logistics Supply Chain Mgmt Applications,This course covers introduction to logistics supply chain mgmt applications with emphasis on practical and theoretical aspects.,LSCM100 - Introduction to Logistics Supply Chain Mgmt Systems,"Spring, Summer, Fall","Logistics Supply Chain Mgmt, Introduction, to, Logistics, Supply, Chain, Mgmt, Applications, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: LSCM100 - Introduction to Logistics Supply Chain Mgmt Systems"
Logistics Supply Chain Mgmt,LSCM118,Fundamentals of Logistics Supply Chain Mgmt Theory,This course covers fundamentals of logistics supply chain mgmt theory with emphasis on practical and theoretical aspects.,LSCM109 - Introduction to Logistics Supply Chain Mgmt Applications,Spring,"Logistics Supply Chain Mgmt, Fundamentals, of, Logistics, Supply, Chain, Mgmt, Theory, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: LSCM109 - Introduction to Logistics Supply Chain Mgmt Applications"
Logistics Supply Chain Mgmt,LSCM127,Fundamentals of Logistics Supply Chain Mgmt Management,This course covers fundamentals of logistics supply chain mgmt management with emphasis on practical and theoretical aspects.,LSCM118 - Fundamentals of Logistics Supply Chain Mgmt Theory,Fall,"Logistics Supply Chain Mgmt, Fundamentals, of, Logistics, Supply, Chain, Mgmt, Management, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: LSCM118 - Fundamentals of Logistics Supply Chain Mgmt Theory"
Logistics Supply Chain Mgmt,LSCM136,Introduction to Logistics Supply Chain Mgmt Analysis,This course covers introduction to logistics supply chain mgmt analysis with emphasis on practical and theoretical aspects.,LSCM127 - Fundamentals of Logistics Supply Chain Mgmt Management,"Fall, Spring, Summer","Logistics Supply Chain Mgmt, Introduction, to, Logistics, Supply, Chain, Mgmt, Analysis, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: LSCM127 - Fundamentals of Logistics Supply Chain Mgmt Management"
Logistics Supply Chain Mgmt,LSCM145,Fundamentals of Logistics Supply Chain Mgmt Design,This course covers fundamentals of logistics supply chain mgmt design with emphasis on practical and theoretical aspects.,LSCM136 - Introduction to Logistics Supply Chain Mgmt Analysis,Fall,"Logistics Supply Chain Mgmt, Fundamentals, of, Logistics, Supply, Chain, Mgmt, Design, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: LSCM136 - Introduction to Logistics Supply Chain Mgmt Analysis"
Logistics Supply Chain Mgmt,LSCM154,Fundamentals of Logistics Supply Chain Mgmt Analysis,This course covers fundamentals of logistics supply chain mgmt analysis with emphasis on practical and theoretical aspects.,LSCM145 - Fundamentals of Logistics Supply Chain Mgmt Design,Spring,"Logistics Supply Chain Mgmt, Fundamentals, of, Logistics, Supply, Chain, Mgmt, Analysis, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: LSCM145 - Fundamentals of Logistics Supply Chain Mgmt Design"
Logistics Supply Chain Mgmt,LSCM163,Fundamentals of Logistics Supply Chain Mgmt Development,This course covers fundamentals of logistics supply chain mgmt development with emphasis on practical and theoretical aspects.,LSCM154 - Fundamentals of Logistics Supply Chain Mgmt Analysis,"Fall, Summer, Spring","Logistics Supply Chain Mgmt, Fundamentals, of, Logistics, Supply, Chain, Mgmt, Development, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: LSCM154 - Fundamentals of Logistics Supply Chain Mgmt Analysis"
Logistics Supply Chain Mgmt,LSCM172,Principles of Logistics Supply Chain Mgmt Management,This course covers principles of logistics supply chain mgmt management with emphasis on practical and theoretical aspects.,LSCM163 - Fundamentals of Logistics Supply Chain Mgmt Development,Summer,"Logistics Supply Chain Mgmt, Principles, of, Logistics, Supply, Chain, Mgmt, Management, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: LSCM163 - Fundamentals of Logistics Supply Chain Mgmt Development"
Logistics Supply Chain Mgmt,LSCM181,Fundamentals of Logistics Supply Chain Mgmt Theory,This course covers fundamentals of logistics supply chain mgmt theory with emphasis on practical and theoretical aspects.,LSCM172 - Principles of Logistics Supply Chain Mgmt Management,Fall,"Logistics Supply Chain Mgmt, Fundamentals, of, Logistics, Supply, Chain, Mgmt, Theory, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: LSCM172 - Principles of Logistics Supply Chain Mgmt Management"
Logistics Supply Chain Mgmt,LSCM190,Introduction to Logistics Supply Chain Mgmt Systems,This course covers introduction to logistics supply chain mgmt systems with emphasis on practical and theoretical aspects.,LSCM181 - Fundamentals of Logistics Supply Chain Mgmt Theory,"Fall, Summer","Logistics Supply Chain Mgmt, Introduction, to, Logistics, Supply, Chain, Mgmt, Systems, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: LSCM181 - Fundamentals of Logistics Supply Chain Mgmt Theory"
Logistics Supply Chain Mgmt,LSCM199,Principles of Logistics Supply Chain Mgmt Development,This course covers principles of logistics supply chain mgmt development with emphasis on practical and theoretical aspects.,LSCM190 - Introduction to Logistics Supply Chain Mgmt Systems,Spring,"Logistics Supply Chain Mgmt, Principles, of, Logistics, Supply, Chain, Mgmt, Development, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: LSCM190 - Introduction to Logistics Supply Chain Mgmt Systems"
Management Info Systems,MIS100,Principles of Management Info Systems Theory,This course covers principles of management info systems theory with emphasis on practical and theoretical aspects.,None,"Summer, Spring","Management Info Systems, Principles, of, Management, Info, Systems, Theory, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: None"
Management Info Systems,MIS109,Principles of Management Info Systems Development,This course covers principles of management info systems development with emphasis on practical and theoretical aspects.,MIS100 - Principles of Management Info Systems Theory,"Fall, Summer","Management Info Systems, Principles, of, Management, Info, Systems, Development, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: MIS100 - Principles of Management Info Systems Theory"
Management Info Systems,MIS118,Introduction to Management Info Systems Design,This course covers introduction to management info systems design with emphasis on practical and theoretical aspects.,MIS109 - Principles of Management Info Systems Development,Fall,"Management Info Systems, Introduction, to, Management, Info, Systems, Design, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: MIS109 - Principles of Management Info Systems Development"
Management Info Systems,MIS127,Principles of Management Info Systems Analysis,This course covers principles of management info systems analysis with emphasis on practical and theoretical aspects.,MIS118 - Introduction to Management Info Systems Design,Summer,"Management Info Systems, Principles, of, Management, Info, Systems, Analysis, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: MIS118 - Introduction to Management Info Systems Design"
